source	original_name	split	final_name	composition
external	coco_train2017_000000021060.jpg	train	external_coco_train2017_000000021060.jpg	mouse_only
external	coco_train2017_000000318346.jpg	train	external_coco_train2017_000000318346.jpg	mouse_only
external	coco_train2017_000000126389.jpg	train	external_coco_train2017_000000126389.jpg	both
external	coco_train2017_000000211850.jpg	train	external_coco_train2017_000000211850.jpg	both
external	coco_train2017_000000073226.jpg	train	external_coco_train2017_000000073226.jpg	mouse_only
external	coco_train2017_000000559427.jpg	train	external_coco_train2017_000000559427.jpg	mouse_only
self	00018_IMG_9701.jpg	train	self_00018_IMG_9701.jpg	mouse_only
external	coco_train2017_000000297236.jpg	train	external_coco_train2017_000000297236.jpg	both
external	coco_train2017_000000496617.jpg	train	external_coco_train2017_000000496617.jpg	bottle_only
external	coco_train2017_000000066853.jpg	train	external_coco_train2017_000000066853.jpg	mouse_only
external	coco_val2017_000000277051.jpg	train	external_coco_val2017_000000277051.jpg	bottle_only
external	coco_train2017_000000516412.jpg	train	external_coco_train2017_000000516412.jpg	bottle_only
external	coco_train2017_000000239376.jpg	train	external_coco_train2017_000000239376.jpg	bottle_only
external	coco_train2017_000000338581.jpg	train	external_coco_train2017_000000338581.jpg	bottle_only
external	coco_train2017_000000023134.jpg	train	external_coco_train2017_000000023134.jpg	mouse_only
external	coco_train2017_000000227520.jpg	train	external_coco_train2017_000000227520.jpg	both
external	coco_val2017_000000046031.jpg	train	external_coco_val2017_000000046031.jpg	mouse_only
external	coco_train2017_000000364437.jpg	train	external_coco_train2017_000000364437.jpg	bottle_only
external	coco_train2017_000000159346.jpg	train	external_coco_train2017_000000159346.jpg	both
external	coco_train2017_000000500492.jpg	train	external_coco_train2017_000000500492.jpg	bottle_only
external	coco_train2017_000000301077.jpg	train	external_coco_train2017_000000301077.jpg	mouse_only
external	coco_train2017_000000318185.jpg	train	external_coco_train2017_000000318185.jpg	mouse_only
external	coco_train2017_000000216437.jpg	train	external_coco_train2017_000000216437.jpg	mouse_only
external	coco_train2017_000000318638.jpg	train	external_coco_train2017_000000318638.jpg	bottle_only
external	coco_train2017_000000033094.jpg	train	external_coco_train2017_000000033094.jpg	bottle_only
external	coco_train2017_000000416322.jpg	train	external_coco_train2017_000000416322.jpg	mouse_only
external	coco_train2017_000000054541.jpg	train	external_coco_train2017_000000054541.jpg	bottle_only
external	coco_train2017_000000383406.jpg	train	external_coco_train2017_000000383406.jpg	both
external	coco_train2017_000000037789.jpg	train	external_coco_train2017_000000037789.jpg	both
external	coco_train2017_000000427252.jpg	train	external_coco_train2017_000000427252.jpg	bottle_only
external	coco_train2017_000000083586.jpg	train	external_coco_train2017_000000083586.jpg	mouse_only
external	coco_train2017_000000260713.jpg	train	external_coco_train2017_000000260713.jpg	bottle_only
external	coco_train2017_000000347113.jpg	train	external_coco_train2017_000000347113.jpg	bottle_only
external	coco_train2017_000000140999.jpg	train	external_coco_train2017_000000140999.jpg	mouse_only
external	coco_train2017_000000015262.jpg	train	external_coco_train2017_000000015262.jpg	bottle_only
external	coco_train2017_000000376397.jpg	train	external_coco_train2017_000000376397.jpg	mouse_only
external	coco_train2017_000000155496.jpg	train	external_coco_train2017_000000155496.jpg	mouse_only
external	coco_train2017_000000059388.jpg	train	external_coco_train2017_000000059388.jpg	mouse_only
external	coco_train2017_000000279777.jpg	train	external_coco_train2017_000000279777.jpg	both
external	coco_train2017_000000544150.jpg	train	external_coco_train2017_000000544150.jpg	bottle_only
external	coco_train2017_000000364444.jpg	train	external_coco_train2017_000000364444.jpg	mouse_only
external	coco_train2017_000000074080.jpg	train	external_coco_train2017_000000074080.jpg	both
external	coco_train2017_000000304483.jpg	train	external_coco_train2017_000000304483.jpg	bottle_only
external	coco_train2017_000000232376.jpg	train	external_coco_train2017_000000232376.jpg	mouse_only
external	coco_train2017_000000273103.jpg	train	external_coco_train2017_000000273103.jpg	both
external	coco_train2017_000000434893.jpg	train	external_coco_train2017_000000434893.jpg	bottle_only
external	coco_train2017_000000499300.jpg	train	external_coco_train2017_000000499300.jpg	mouse_only
external	coco_train2017_000000149306.jpg	train	external_coco_train2017_000000149306.jpg	mouse_only
external	coco_train2017_000000527649.jpg	train	external_coco_train2017_000000527649.jpg	both
external	coco_train2017_000000074206.jpg	train	external_coco_train2017_000000074206.jpg	mouse_only
external	coco_train2017_000000319706.jpg	train	external_coco_train2017_000000319706.jpg	mouse_only
external	coco_train2017_000000288023.jpg	train	external_coco_train2017_000000288023.jpg	bottle_only
external	coco_train2017_000000210999.jpg	train	external_coco_train2017_000000210999.jpg	bottle_only
external	coco_train2017_000000056828.jpg	train	external_coco_train2017_000000056828.jpg	both
external	coco_train2017_000000525176.jpg	train	external_coco_train2017_000000525176.jpg	both
external	coco_train2017_000000522704.jpg	train	external_coco_train2017_000000522704.jpg	mouse_only
external	coco_train2017_000000550529.jpg	train	external_coco_train2017_000000550529.jpg	bottle_only
external	coco_train2017_000000197398.jpg	train	external_coco_train2017_000000197398.jpg	bottle_only
external	coco_train2017_000000457205.jpg	train	external_coco_train2017_000000457205.jpg	bottle_only
external	coco_train2017_000000541491.jpg	train	external_coco_train2017_000000541491.jpg	mouse_only
external	coco_train2017_000000193062.jpg	train	external_coco_train2017_000000193062.jpg	bottle_only
external	coco_train2017_000000001145.jpg	train	external_coco_train2017_000000001145.jpg	bottle_only
external	coco_train2017_000000371927.jpg	train	external_coco_train2017_000000371927.jpg	mouse_only
external	coco_train2017_000000400166.jpg	train	external_coco_train2017_000000400166.jpg	mouse_only
external	coco_train2017_000000245664.jpg	train	external_coco_train2017_000000245664.jpg	mouse_only
external	coco_train2017_000000481530.jpg	train	external_coco_train2017_000000481530.jpg	bottle_only
external	coco_train2017_000000472109.jpg	train	external_coco_train2017_000000472109.jpg	mouse_only
external	coco_train2017_000000566324.jpg	train	external_coco_train2017_000000566324.jpg	both
external	coco_train2017_000000449610.jpg	train	external_coco_train2017_000000449610.jpg	bottle_only
external	coco_train2017_000000283697.jpg	train	external_coco_train2017_000000283697.jpg	mouse_only
external	coco_train2017_000000016606.jpg	train	external_coco_train2017_000000016606.jpg	mouse_only
external	coco_train2017_000000193193.jpg	train	external_coco_train2017_000000193193.jpg	both
external	coco_train2017_000000147060.jpg	train	external_coco_train2017_000000147060.jpg	bottle_only
external	coco_train2017_000000083462.jpg	train	external_coco_train2017_000000083462.jpg	mouse_only
external	coco_train2017_000000355863.jpg	train	external_coco_train2017_000000355863.jpg	both
external	coco_train2017_000000319096.jpg	train	external_coco_train2017_000000319096.jpg	both
external	coco_train2017_000000179814.jpg	train	external_coco_train2017_000000179814.jpg	bottle_only
external	coco_train2017_000000225060.jpg	train	external_coco_train2017_000000225060.jpg	mouse_only
external	coco_train2017_000000527970.jpg	train	external_coco_train2017_000000527970.jpg	bottle_only
external	coco_train2017_000000061133.jpg	train	external_coco_train2017_000000061133.jpg	bottle_only
external	coco_train2017_000000046078.jpg	train	external_coco_train2017_000000046078.jpg	bottle_only
external	coco_train2017_000000020888.jpg	train	external_coco_train2017_000000020888.jpg	both
self	00010_IMG_9693.jpg	train	self_00010_IMG_9693.jpg	both
external	coco_train2017_000000474571.jpg	train	external_coco_train2017_000000474571.jpg	bottle_only
external	coco_train2017_000000336452.jpg	train	external_coco_train2017_000000336452.jpg	bottle_only
external	coco_train2017_000000246434.jpg	train	external_coco_train2017_000000246434.jpg	both
external	coco_train2017_000000022102.jpg	train	external_coco_train2017_000000022102.jpg	bottle_only
external	coco_train2017_000000506803.jpg	train	external_coco_train2017_000000506803.jpg	mouse_only
external	coco_train2017_000000531875.jpg	train	external_coco_train2017_000000531875.jpg	bottle_only
external	coco_train2017_000000270096.jpg	train	external_coco_train2017_000000270096.jpg	mouse_only
external	coco_val2017_000000146155.jpg	train	external_coco_val2017_000000146155.jpg	bottle_only
self	00001_IMG_9684.jpg	train	self_00001_IMG_9684.jpg	both
external	coco_train2017_000000476852.jpg	train	external_coco_train2017_000000476852.jpg	mouse_only
external	coco_train2017_000000563098.jpg	train	external_coco_train2017_000000563098.jpg	bottle_only
external	coco_train2017_000000256755.jpg	train	external_coco_train2017_000000256755.jpg	bottle_only
external	coco_train2017_000000348269.jpg	train	external_coco_train2017_000000348269.jpg	both
external	coco_train2017_000000110593.jpg	train	external_coco_train2017_000000110593.jpg	mouse_only
external	coco_train2017_000000474472.jpg	train	external_coco_train2017_000000474472.jpg	both
external	coco_train2017_000000087871.jpg	train	external_coco_train2017_000000087871.jpg	mouse_only
external	coco_train2017_000000096130.jpg	train	external_coco_train2017_000000096130.jpg	mouse_only
external	coco_train2017_000000072051.jpg	train	external_coco_train2017_000000072051.jpg	mouse_only
external	coco_train2017_000000561589.jpg	train	external_coco_train2017_000000561589.jpg	bottle_only
external	coco_train2017_000000129334.jpg	train	external_coco_train2017_000000129334.jpg	mouse_only
external	coco_train2017_000000190667.jpg	train	external_coco_train2017_000000190667.jpg	mouse_only
external	coco_train2017_000000093644.jpg	train	external_coco_train2017_000000093644.jpg	both
external	coco_train2017_000000102609.jpg	train	external_coco_train2017_000000102609.jpg	mouse_only
external	coco_train2017_000000310897.jpg	train	external_coco_train2017_000000310897.jpg	mouse_only
external	coco_val2017_000000009400.jpg	train	external_coco_val2017_000000009400.jpg	mouse_only
self	00009_IMG_9692.jpg	train	self_00009_IMG_9692.jpg	both
external	coco_train2017_000000544451.jpg	train	external_coco_train2017_000000544451.jpg	both
external	coco_train2017_000000080590.jpg	train	external_coco_train2017_000000080590.jpg	bottle_only
external	coco_train2017_000000343225.jpg	train	external_coco_train2017_000000343225.jpg	mouse_only
external	coco_train2017_000000524459.jpg	train	external_coco_train2017_000000524459.jpg	both
external	coco_train2017_000000479066.jpg	train	external_coco_train2017_000000479066.jpg	bottle_only
external	coco_train2017_000000051594.jpg	train	external_coco_train2017_000000051594.jpg	bottle_only
external	coco_train2017_000000171270.jpg	train	external_coco_train2017_000000171270.jpg	bottle_only
external	coco_train2017_000000166244.jpg	train	external_coco_train2017_000000166244.jpg	both
external	coco_train2017_000000452837.jpg	train	external_coco_train2017_000000452837.jpg	bottle_only
external	coco_train2017_000000051028.jpg	train	external_coco_train2017_000000051028.jpg	mouse_only
external	coco_train2017_000000358763.jpg	train	external_coco_train2017_000000358763.jpg	mouse_only
external	coco_train2017_000000380128.jpg	train	external_coco_train2017_000000380128.jpg	mouse_only
external	coco_train2017_000000294330.jpg	train	external_coco_train2017_000000294330.jpg	mouse_only
self	00025_IMG_9708.jpg	train	self_00025_IMG_9708.jpg	both
external	coco_train2017_000000347766.jpg	train	external_coco_train2017_000000347766.jpg	mouse_only
external	coco_train2017_000000085483.jpg	train	external_coco_train2017_000000085483.jpg	mouse_only
external	coco_train2017_000000449528.jpg	train	external_coco_train2017_000000449528.jpg	both
external	coco_train2017_000000103504.jpg	train	external_coco_train2017_000000103504.jpg	bottle_only
external	coco_val2017_000000156643.jpg	train	external_coco_val2017_000000156643.jpg	bottle_only
external	coco_train2017_000000266242.jpg	train	external_coco_train2017_000000266242.jpg	bottle_only
external	coco_train2017_000000097964.jpg	train	external_coco_train2017_000000097964.jpg	both
external	coco_train2017_000000507876.jpg	train	external_coco_train2017_000000507876.jpg	bottle_only
external	coco_train2017_000000119849.jpg	train	external_coco_train2017_000000119849.jpg	both
external	coco_train2017_000000310214.jpg	train	external_coco_train2017_000000310214.jpg	mouse_only
external	coco_train2017_000000088759.jpg	train	external_coco_train2017_000000088759.jpg	bottle_only
external	coco_train2017_000000553176.jpg	train	external_coco_train2017_000000553176.jpg	mouse_only
external	coco_train2017_000000314935.jpg	train	external_coco_train2017_000000314935.jpg	mouse_only
external	coco_train2017_000000080953.jpg	train	external_coco_train2017_000000080953.jpg	bottle_only
external	coco_train2017_000000235537.jpg	train	external_coco_train2017_000000235537.jpg	mouse_only
external	coco_train2017_000000224961.jpg	train	external_coco_train2017_000000224961.jpg	bottle_only
external	coco_train2017_000000424542.jpg	train	external_coco_train2017_000000424542.jpg	both
external	coco_train2017_000000348843.jpg	train	external_coco_train2017_000000348843.jpg	mouse_only
external	coco_train2017_000000342259.jpg	train	external_coco_train2017_000000342259.jpg	bottle_only
external	coco_train2017_000000197915.jpg	train	external_coco_train2017_000000197915.jpg	bottle_only
external	coco_train2017_000000035094.jpg	train	external_coco_train2017_000000035094.jpg	both
external	coco_train2017_000000009527.jpg	train	external_coco_train2017_000000009527.jpg	both
external	coco_train2017_000000186685.jpg	train	external_coco_train2017_000000186685.jpg	mouse_only
external	coco_train2017_000000069969.jpg	train	external_coco_train2017_000000069969.jpg	bottle_only
external	coco_train2017_000000222137.jpg	train	external_coco_train2017_000000222137.jpg	bottle_only
external	coco_train2017_000000011742.jpg	train	external_coco_train2017_000000011742.jpg	bottle_only
external	coco_train2017_000000074409.jpg	train	external_coco_train2017_000000074409.jpg	mouse_only
external	coco_train2017_000000155107.jpg	train	external_coco_train2017_000000155107.jpg	both
external	coco_train2017_000000095062.jpg	train	external_coco_train2017_000000095062.jpg	bottle_only
external	coco_train2017_000000057892.jpg	train	external_coco_train2017_000000057892.jpg	mouse_only
external	coco_train2017_000000039211.jpg	train	external_coco_train2017_000000039211.jpg	both
external	coco_train2017_000000058864.jpg	train	external_coco_train2017_000000058864.jpg	both
external	coco_train2017_000000287962.jpg	train	external_coco_train2017_000000287962.jpg	bottle_only
external	coco_train2017_000000267042.jpg	train	external_coco_train2017_000000267042.jpg	mouse_only
external	coco_train2017_000000384231.jpg	train	external_coco_train2017_000000384231.jpg	both
external	coco_train2017_000000512240.jpg	train	external_coco_train2017_000000512240.jpg	both
external	coco_train2017_000000471039.jpg	train	external_coco_train2017_000000471039.jpg	bottle_only
external	coco_train2017_000000135748.jpg	train	external_coco_train2017_000000135748.jpg	bottle_only
external	coco_train2017_000000105114.jpg	train	external_coco_train2017_000000105114.jpg	bottle_only
external	coco_val2017_000000512330.jpg	train	external_coco_val2017_000000512330.jpg	bottle_only
external	coco_train2017_000000021079.jpg	train	external_coco_train2017_000000021079.jpg	bottle_only
external	coco_train2017_000000253263.jpg	train	external_coco_train2017_000000253263.jpg	mouse_only
external	coco_train2017_000000198611.jpg	train	external_coco_train2017_000000198611.jpg	both
external	coco_train2017_000000466766.jpg	train	external_coco_train2017_000000466766.jpg	bottle_only
external	coco_train2017_000000530668.jpg	train	external_coco_train2017_000000530668.jpg	bottle_only
external	coco_train2017_000000481452.jpg	train	external_coco_train2017_000000481452.jpg	mouse_only
external	coco_train2017_000000007961.jpg	train	external_coco_train2017_000000007961.jpg	bottle_only
external	coco_train2017_000000023258.jpg	train	external_coco_train2017_000000023258.jpg	bottle_only
external	coco_train2017_000000451826.jpg	train	external_coco_train2017_000000451826.jpg	both
self	00028_IMG_9711.jpg	train	self_00028_IMG_9711.jpg	both
external	coco_train2017_000000483553.jpg	train	external_coco_train2017_000000483553.jpg	bottle_only
external	coco_train2017_000000280873.jpg	train	external_coco_train2017_000000280873.jpg	mouse_only
external	coco_train2017_000000394880.jpg	train	external_coco_train2017_000000394880.jpg	bottle_only
external	coco_train2017_000000157639.jpg	train	external_coco_train2017_000000157639.jpg	bottle_only
external	coco_train2017_000000068418.jpg	train	external_coco_train2017_000000068418.jpg	mouse_only
external	coco_train2017_000000272647.jpg	train	external_coco_train2017_000000272647.jpg	both
external	coco_train2017_000000444568.jpg	train	external_coco_train2017_000000444568.jpg	mouse_only
external	coco_train2017_000000213207.jpg	train	external_coco_train2017_000000213207.jpg	both
external	coco_val2017_000000187249.jpg	train	external_coco_val2017_000000187249.jpg	bottle_only
external	coco_val2017_000000275749.jpg	train	external_coco_val2017_000000275749.jpg	both
external	coco_train2017_000000405473.jpg	train	external_coco_train2017_000000405473.jpg	both
external	coco_train2017_000000541856.jpg	train	external_coco_train2017_000000541856.jpg	bottle_only
external	coco_train2017_000000233483.jpg	train	external_coco_train2017_000000233483.jpg	mouse_only
external	coco_train2017_000000307814.jpg	train	external_coco_train2017_000000307814.jpg	both
external	coco_train2017_000000153856.jpg	train	external_coco_train2017_000000153856.jpg	mouse_only
external	coco_train2017_000000015197.jpg	train	external_coco_train2017_000000015197.jpg	mouse_only
external	coco_train2017_000000467572.jpg	train	external_coco_train2017_000000467572.jpg	bottle_only
external	coco_train2017_000000414381.jpg	train	external_coco_train2017_000000414381.jpg	bottle_only
external	coco_train2017_000000288507.jpg	train	external_coco_train2017_000000288507.jpg	mouse_only
external	coco_train2017_000000474373.jpg	train	external_coco_train2017_000000474373.jpg	bottle_only
external	coco_train2017_000000278219.jpg	train	external_coco_train2017_000000278219.jpg	both
external	coco_train2017_000000228434.jpg	train	external_coco_train2017_000000228434.jpg	both
external	coco_train2017_000000431495.jpg	train	external_coco_train2017_000000431495.jpg	bottle_only
external	coco_train2017_000000556091.jpg	train	external_coco_train2017_000000556091.jpg	mouse_only
self	00024_IMG_9707.jpg	train	self_00024_IMG_9707.jpg	bottle_only
external	coco_train2017_000000309400.jpg	train	external_coco_train2017_000000309400.jpg	mouse_only
external	coco_train2017_000000108301.jpg	train	external_coco_train2017_000000108301.jpg	mouse_only
external	coco_train2017_000000054052.jpg	train	external_coco_train2017_000000054052.jpg	mouse_only
external	coco_train2017_000000286774.jpg	train	external_coco_train2017_000000286774.jpg	both
external	coco_train2017_000000179699.jpg	train	external_coco_train2017_000000179699.jpg	bottle_only
external	coco_train2017_000000064684.jpg	train	external_coco_train2017_000000064684.jpg	mouse_only
external	coco_train2017_000000005589.jpg	train	external_coco_train2017_000000005589.jpg	mouse_only
external	coco_train2017_000000359525.jpg	train	external_coco_train2017_000000359525.jpg	bottle_only
external	coco_train2017_000000096832.jpg	train	external_coco_train2017_000000096832.jpg	mouse_only
external	coco_train2017_000000105177.jpg	train	external_coco_train2017_000000105177.jpg	bottle_only
external	coco_train2017_000000265586.jpg	train	external_coco_train2017_000000265586.jpg	mouse_only
external	coco_train2017_000000050790.jpg	train	external_coco_train2017_000000050790.jpg	bottle_only
external	coco_train2017_000000075285.jpg	train	external_coco_train2017_000000075285.jpg	both
external	coco_train2017_000000466967.jpg	train	external_coco_train2017_000000466967.jpg	mouse_only
external	coco_train2017_000000275708.jpg	train	external_coco_train2017_000000275708.jpg	bottle_only
external	coco_train2017_000000048908.jpg	train	external_coco_train2017_000000048908.jpg	bottle_only
external	coco_train2017_000000456658.jpg	train	external_coco_train2017_000000456658.jpg	both
external	coco_train2017_000000166565.jpg	train	external_coco_train2017_000000166565.jpg	mouse_only
external	coco_train2017_000000267694.jpg	train	external_coco_train2017_000000267694.jpg	bottle_only
external	coco_train2017_000000368706.jpg	train	external_coco_train2017_000000368706.jpg	mouse_only
external	coco_train2017_000000294716.jpg	train	external_coco_train2017_000000294716.jpg	bottle_only
external	coco_train2017_000000177974.jpg	train	external_coco_train2017_000000177974.jpg	both
external	coco_train2017_000000015239.jpg	train	external_coco_train2017_000000015239.jpg	bottle_only
external	coco_train2017_000000192835.jpg	train	external_coco_train2017_000000192835.jpg	mouse_only
external	coco_val2017_000000432085.jpg	train	external_coco_val2017_000000432085.jpg	both
external	coco_train2017_000000382945.jpg	train	external_coco_train2017_000000382945.jpg	bottle_only
external	coco_train2017_000000555871.jpg	train	external_coco_train2017_000000555871.jpg	mouse_only
external	coco_train2017_000000106244.jpg	train	external_coco_train2017_000000106244.jpg	bottle_only
external	coco_train2017_000000181156.jpg	train	external_coco_train2017_000000181156.jpg	bottle_only
external	coco_train2017_000000277479.jpg	train	external_coco_train2017_000000277479.jpg	bottle_only
external	coco_train2017_000000429793.jpg	train	external_coco_train2017_000000429793.jpg	mouse_only
external	coco_train2017_000000437541.jpg	train	external_coco_train2017_000000437541.jpg	bottle_only
external	coco_train2017_000000536960.jpg	train	external_coco_train2017_000000536960.jpg	bottle_only
external	coco_train2017_000000393375.jpg	train	external_coco_train2017_000000393375.jpg	bottle_only
external	coco_train2017_000000404350.jpg	train	external_coco_train2017_000000404350.jpg	mouse_only
external	coco_train2017_000000315631.jpg	train	external_coco_train2017_000000315631.jpg	bottle_only
external	coco_train2017_000000509607.jpg	train	external_coco_train2017_000000509607.jpg	both
external	coco_train2017_000000416315.jpg	train	external_coco_train2017_000000416315.jpg	bottle_only
external	coco_train2017_000000410576.jpg	train	external_coco_train2017_000000410576.jpg	both
external	coco_train2017_000000255179.jpg	train	external_coco_train2017_000000255179.jpg	bottle_only
external	coco_train2017_000000064659.jpg	train	external_coco_train2017_000000064659.jpg	both
external	coco_train2017_000000544018.jpg	train	external_coco_train2017_000000544018.jpg	mouse_only
external	coco_train2017_000000440372.jpg	train	external_coco_train2017_000000440372.jpg	bottle_only
external	coco_train2017_000000113561.jpg	train	external_coco_train2017_000000113561.jpg	bottle_only
external	coco_train2017_000000506441.jpg	train	external_coco_train2017_000000506441.jpg	bottle_only
external	coco_train2017_000000123336.jpg	train	external_coco_train2017_000000123336.jpg	bottle_only
external	coco_train2017_000000222512.jpg	train	external_coco_train2017_000000222512.jpg	mouse_only
external	coco_train2017_000000161386.jpg	train	external_coco_train2017_000000161386.jpg	both
external	coco_train2017_000000232118.jpg	train	external_coco_train2017_000000232118.jpg	mouse_only
external	coco_train2017_000000093175.jpg	train	external_coco_train2017_000000093175.jpg	mouse_only
external	coco_train2017_000000448368.jpg	train	external_coco_train2017_000000448368.jpg	both
external	coco_train2017_000000427548.jpg	train	external_coco_train2017_000000427548.jpg	mouse_only
external	coco_train2017_000000473069.jpg	train	external_coco_train2017_000000473069.jpg	mouse_only
external	coco_train2017_000000510320.jpg	train	external_coco_train2017_000000510320.jpg	both
external	coco_train2017_000000433770.jpg	train	external_coco_train2017_000000433770.jpg	mouse_only
external	coco_train2017_000000140919.jpg	train	external_coco_train2017_000000140919.jpg	bottle_only
external	coco_train2017_000000261129.jpg	train	external_coco_train2017_000000261129.jpg	mouse_only
external	coco_train2017_000000561729.jpg	train	external_coco_train2017_000000561729.jpg	mouse_only
external	coco_train2017_000000124215.jpg	train	external_coco_train2017_000000124215.jpg	mouse_only
external	coco_train2017_000000192236.jpg	train	external_coco_train2017_000000192236.jpg	bottle_only
external	coco_train2017_000000549327.jpg	train	external_coco_train2017_000000549327.jpg	bottle_only
external	coco_train2017_000000182362.jpg	train	external_coco_train2017_000000182362.jpg	both
external	coco_train2017_000000111341.jpg	train	external_coco_train2017_000000111341.jpg	both
external	coco_train2017_000000499364.jpg	train	external_coco_train2017_000000499364.jpg	mouse_only
external	coco_train2017_000000357992.jpg	train	external_coco_train2017_000000357992.jpg	both
external	coco_train2017_000000261453.jpg	train	external_coco_train2017_000000261453.jpg	mouse_only
external	coco_train2017_000000375509.jpg	train	external_coco_train2017_000000375509.jpg	mouse_only
external	coco_train2017_000000555904.jpg	train	external_coco_train2017_000000555904.jpg	bottle_only
external	coco_train2017_000000455299.jpg	train	external_coco_train2017_000000455299.jpg	mouse_only
external	coco_train2017_000000199133.jpg	train	external_coco_train2017_000000199133.jpg	bottle_only
external	coco_train2017_000000151900.jpg	train	external_coco_train2017_000000151900.jpg	mouse_only
external	coco_train2017_000000365512.jpg	train	external_coco_train2017_000000365512.jpg	mouse_only
external	coco_val2017_000000160012.jpg	train	external_coco_val2017_000000160012.jpg	bottle_only
external	coco_train2017_000000275795.jpg	train	external_coco_train2017_000000275795.jpg	both
external	coco_train2017_000000157581.jpg	train	external_coco_train2017_000000157581.jpg	bottle_only
external	coco_train2017_000000262059.jpg	train	external_coco_train2017_000000262059.jpg	mouse_only
external	coco_train2017_000000322517.jpg	train	external_coco_train2017_000000322517.jpg	bottle_only
external	coco_train2017_000000243090.jpg	train	external_coco_train2017_000000243090.jpg	bottle_only
external	coco_train2017_000000141163.jpg	train	external_coco_train2017_000000141163.jpg	bottle_only
external	coco_train2017_000000379508.jpg	train	external_coco_train2017_000000379508.jpg	both
external	coco_train2017_000000533589.jpg	train	external_coco_train2017_000000533589.jpg	bottle_only
external	coco_train2017_000000208132.jpg	train	external_coco_train2017_000000208132.jpg	bottle_only
external	coco_train2017_000000468068.jpg	train	external_coco_train2017_000000468068.jpg	bottle_only
external	coco_train2017_000000226232.jpg	train	external_coco_train2017_000000226232.jpg	mouse_only
external	coco_train2017_000000299952.jpg	train	external_coco_train2017_000000299952.jpg	mouse_only
external	coco_train2017_000000234555.jpg	train	external_coco_train2017_000000234555.jpg	both
external	coco_train2017_000000028281.jpg	train	external_coco_train2017_000000028281.jpg	both
external	coco_train2017_000000385707.jpg	train	external_coco_train2017_000000385707.jpg	bottle_only
external	coco_train2017_000000153985.jpg	train	external_coco_train2017_000000153985.jpg	both
external	coco_val2017_000000225757.jpg	train	external_coco_val2017_000000225757.jpg	mouse_only
external	coco_train2017_000000459118.jpg	train	external_coco_train2017_000000459118.jpg	mouse_only
external	coco_train2017_000000180274.jpg	train	external_coco_train2017_000000180274.jpg	bottle_only
self	00017_IMG_9700.jpg	train	self_00017_IMG_9700.jpg	mouse_only
external	coco_train2017_000000234475.jpg	train	external_coco_train2017_000000234475.jpg	mouse_only
external	coco_train2017_000000521357.jpg	train	external_coco_train2017_000000521357.jpg	bottle_only
external	coco_train2017_000000281351.jpg	train	external_coco_train2017_000000281351.jpg	mouse_only
external	coco_train2017_000000312671.jpg	train	external_coco_train2017_000000312671.jpg	bottle_only
