file,selection_group,split,coco_image_id,coco_url,flickr_url,license_name,license_url,boxes,blur_score,white_ratio,original_sha256
coco_train2017_000000383406.jpg,both,train2017,383406,http://images.cocodataset.org/train2017/000000383406.jpg,http://farm8.staticflickr.com/7167/6587054645_47587b604c_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8,2183.63,0.1393,5366305c1573a437bdc66357cdd22d16fe71123c76d320751ebd9b69332ed7de
coco_train2017_000000327198.jpg,both,train2017,327198,http://images.cocodataset.org/train2017/000000327198.jpg,http://farm1.staticflickr.com/27/39205666_27b35bc68f_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,4,2844.23,0.0105,6168c4f9da0c2f45de51c557977cca56e2f5cef2ffba21439fcd226e7b682cb0
coco_train2017_000000234555.jpg,both,train2017,234555,http://images.cocodataset.org/train2017/000000234555.jpg,http://farm1.staticflickr.com/14/17624937_132cefcb9b_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6,2575.05,0.0003,5b784a52980051f80f4df624aa6c99494ec92b7160e0681749e70c94d1ac966f
coco_val2017_000000190236.jpg,both,val2017,190236,http://images.cocodataset.org/val2017/000000190236.jpg,http://farm1.staticflickr.com/244/535469198_ee68a4b0c1_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8,2319.83,0.0270,703b3b3f8d8ee32af794427e6271765f22e120387d6c2f994606b120f7cb3e6a
coco_val2017_000000555009.jpg,both,val2017,555009,http://images.cocodataset.org/val2017/000000555009.jpg,http://farm1.staticflickr.com/22/30339463_78c837ba54_z.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,3,1948.44,0.0130,01d975300362169fe1d5bbdf664f28873201678c9e6679080e69aba4deb1ca27
coco_train2017_000000058864.jpg,both,train2017,58864,http://images.cocodataset.org/train2017/000000058864.jpg,http://farm4.staticflickr.com/3788/9136191075_d60a0f74d1_z.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,2,1860.86,0.0113,2e7f8a33eb46b86112cd3fcbf85abfc84b37ff935f4cca8987728d0746adb6e2
coco_train2017_000000180569.jpg,both,train2017,180569,http://images.cocodataset.org/train2017/000000180569.jpg,http://farm5.staticflickr.com/4070/4407206535_12129c06a3_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6,1950.20,0.0000,d84dfa8b8bd990b23528651a4d612aeb39fefaa25afe93e6ffd6898d95786b5f
coco_val2017_000000248314.jpg,both,val2017,248314,http://images.cocodataset.org/val2017/000000248314.jpg,http://farm1.staticflickr.com/188/428244913_382d66e2f3_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2,2481.45,0.0173,b6b1cf5511ed5a690b596376813360b46b180c3fa8c3c3ef9cead9b5647f87e1
coco_train2017_000000022593.jpg,both,train2017,22593,http://images.cocodataset.org/train2017/000000022593.jpg,http://farm9.staticflickr.com/8065/8247929295_1fdd697d5a_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,5552.48,0.0409,aca6b95bad0e11dc700e3cbb79ef57ffa18669f52ee189d21031c091e31238a6
coco_train2017_000000355863.jpg,both,train2017,355863,http://images.cocodataset.org/train2017/000000355863.jpg,http://farm5.staticflickr.com/4119/4745925748_c40e1f921a_z.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,3,2492.51,0.0055,7f1cc06550b1c0e399bc0d082c6d71aaadf4b43ace343b6d1c607757729e3861
coco_train2017_000000421529.jpg,both,train2017,421529,http://images.cocodataset.org/train2017/000000421529.jpg,http://farm1.staticflickr.com/181/400307439_6b06f57365_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,5,1651.67,0.0012,a56cb7fec7db13e7472995c2c62cc56102ea8042294820cdee49018bea410eab
coco_train2017_000000382653.jpg,both,train2017,382653,http://images.cocodataset.org/train2017/000000382653.jpg,http://farm4.staticflickr.com/3202/2415176669_6ef8befb16_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6,1578.46,0.0001,87d452d428773438d1533b220ef0af23776c038b31e577a049f29ba2d6e3df54
coco_train2017_000000057403.jpg,both,train2017,57403,http://images.cocodataset.org/train2017/000000057403.jpg,http://farm3.staticflickr.com/2403/2245936000_7dc32eed9a_z.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,2,744.29,0.0000,4e1f36c46679f23b4c671df78ae46c8158f4928f23e301ea53b3ff73fe3df362
coco_train2017_000000299987.jpg,both,train2017,299987,http://images.cocodataset.org/train2017/000000299987.jpg,http://farm1.staticflickr.com/50/108221514_5505a83e56_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3,3011.74,0.0162,242a8fa519cbf54b0ced64b10746afc17e6f8fc6498d9450d187d5f527e8321c
coco_train2017_000000498125.jpg,both,train2017,498125,http://images.cocodataset.org/train2017/000000498125.jpg,http://farm1.staticflickr.com/5/4927323_c249cfea8d_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,1449.17,0.0000,a6fd380741eec081efc73ec93f3c87ffd48369986abe2790ae6b497d3e55ca5b
coco_train2017_000000333842.jpg,both,train2017,333842,http://images.cocodataset.org/train2017/000000333842.jpg,http://farm4.staticflickr.com/3379/3657930265_b18872915a_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3,1684.85,0.0000,62e383b7e47cbaab93fb787bb3e383976b1ed3834887607e20ae334c84e6f5ff
coco_train2017_000000099539.jpg,both,train2017,99539,http://images.cocodataset.org/train2017/000000099539.jpg,http://farm1.staticflickr.com/34/111634376_4346dc7d6a_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6,2834.04,0.0001,bc6cb1f93d6afc131d1aeecf821c4cabc94b2f7f2a19629cd1c0b5e2d09ff706
coco_train2017_000000504030.jpg,both,train2017,504030,http://images.cocodataset.org/train2017/000000504030.jpg,http://farm3.staticflickr.com/2428/3616534964_912b361367_z.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,5,1254.16,0.0000,7e3d42737785f87c13d56dbc91e686e767df2461e5dc83470210179ec4786f46
coco_train2017_000000119849.jpg,both,train2017,119849,http://images.cocodataset.org/train2017/000000119849.jpg,http://farm5.staticflickr.com/4087/5217120557_15a63f58d5_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2,1262.03,0.0000,926284673a3c75ff8d8a7514aec744d70eb3f4840beb621d7b20a1ea33125f75
coco_train2017_000000126389.jpg,both,train2017,126389,http://images.cocodataset.org/train2017/000000126389.jpg,http://farm3.staticflickr.com/2018/2378885841_301d5577e9_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,4,1306.79,0.0425,230a8a4ce8a49cd1ac11a7c436bb532d49e0b69e33c5f31554e6f59b7ea70c60
coco_val2017_000000387098.jpg,both,val2017,387098,http://images.cocodataset.org/val2017/000000387098.jpg,http://farm4.staticflickr.com/3083/3138265194_b2d0f11ed0_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3,1288.95,0.0057,8f238c8eb6eaa82b9bd28db4530e39ecb46793e00703e58a5ee39df837ae3937
coco_val2017_000000570782.jpg,both,val2017,570782,http://images.cocodataset.org/val2017/000000570782.jpg,http://farm2.staticflickr.com/1398/819859740_a26b28d33c_z.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,2,2614.72,0.0731,534ff00fcd447bda33da7c3ae3074e44df00d2e5fdf5401fbde33f8367bde5ec
coco_train2017_000000273103.jpg,both,train2017,273103,http://images.cocodataset.org/train2017/000000273103.jpg,http://farm3.staticflickr.com/2348/2345311796_4ecdc72702_z.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,3,1146.12,0.0000,e4ec56f62415c3affbae393e7ee5e7ef035b2639e2700b3c61957f876704bf8c
coco_train2017_000000246434.jpg,both,train2017,246434,http://images.cocodataset.org/train2017/000000246434.jpg,http://farm4.staticflickr.com/3517/4008366761_ca4ce65a83_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2,932.37,0.0002,8f04c17ac32f5ba01373d58517ea6c79b431f5a2fa9fd9d4b27285af3369d298
coco_train2017_000000039211.jpg,both,train2017,39211,http://images.cocodataset.org/train2017/000000039211.jpg,http://farm4.staticflickr.com/3511/3831372795_6a0b92d2c3_z.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,5,1348.96,0.0076,abfa4861df73bd1a55ea09b122eafad3950ad4e2fd5572c666971683750b9199
coco_train2017_000000093644.jpg,both,train2017,93644,http://images.cocodataset.org/train2017/000000093644.jpg,http://farm1.staticflickr.com/238/518434041_eeb6932037_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6,1342.39,0.0427,02aa885a82b0bc63a3f92e3e3891561c888364aa53c2c07485c77009cf908f76
coco_train2017_000000089238.jpg,both,train2017,89238,http://images.cocodataset.org/train2017/000000089238.jpg,http://farm4.staticflickr.com/3381/3253384558_1af5cc0fe5_z.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,3,1052.46,0.0520,76ed21c068197583801e669db3ff9eccbce6e07ade0bd84126c4fd937b4059b1
coco_train2017_000000386127.jpg,both,train2017,386127,http://images.cocodataset.org/train2017/000000386127.jpg,http://farm4.staticflickr.com/3064/2547159867_a07a3ba0eb_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,2683.78,0.0013,dea71cc369beb405fc96679fee3dfa056001a892935928f21eb82613ff923e24
coco_train2017_000000396984.jpg,both,train2017,396984,http://images.cocodataset.org/train2017/000000396984.jpg,http://farm4.staticflickr.com/3143/2495351782_ff68ddecab_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2,1890.94,0.0000,31f1e3848eae7d78ab7176af896b4dc7f98c22a21f966b925af80585be98a4be
coco_train2017_000000530002.jpg,both,train2017,530002,http://images.cocodataset.org/train2017/000000530002.jpg,http://farm3.staticflickr.com/2449/4094821497_298017a4ab_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5,1357.63,0.0324,0591b25d064bf7aa8969360d66d4bdf51c13dec669a76f8eae14912e0351bbc0
coco_train2017_000000227520.jpg,both,train2017,227520,http://images.cocodataset.org/train2017/000000227520.jpg,http://farm5.staticflickr.com/4112/4951786803_f1e5391fae_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,1272.55,0.0043,8385057a80117da2374a6944ddac797746655ac2cebca0b94f10c13f6bf4fe1f
coco_train2017_000000088436.jpg,both,train2017,88436,http://images.cocodataset.org/train2017/000000088436.jpg,http://farm4.staticflickr.com/3411/3315663438_0984470ed8_z.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,4,2307.46,0.0378,caff1b4da02a6874d466ee300f200b0fe9e65dde7fbc3e00c0b5f3be337b997b
coco_train2017_000000402109.jpg,both,train2017,402109,http://images.cocodataset.org/train2017/000000402109.jpg,http://farm9.staticflickr.com/8233/8471600250_d2ab877363_z.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,2,1541.34,0.0359,e57a34239a6e83cd43236c6e679a98222129bdd4110816b120544259032f400f
coco_train2017_000000571654.jpg,both,train2017,571654,http://images.cocodataset.org/train2017/000000571654.jpg,http://farm3.staticflickr.com/2485/4250191556_a8b4585e8f_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,1741.36,0.0416,24c68550ecaf97eb463793a04a57c70acbfd520573faf9b9baade0a75473a523
coco_train2017_000000252504.jpg,both,train2017,252504,http://images.cocodataset.org/train2017/000000252504.jpg,http://farm1.staticflickr.com/218/455842584_8ffa7cb63d_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,1235.42,0.0009,f7fe053bc7affb62fff362663121e6af3c7c6ed101fc8ca5a07b32efd0f9d307
coco_train2017_000000058658.jpg,both,train2017,58658,http://images.cocodataset.org/train2017/000000058658.jpg,http://farm4.staticflickr.com/3176/2777953138_e56f65d292_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3,477.75,0.0000,2c30fcd1e5c9f4e39280947b33d35eba6a80e3280b4ff1919e2db16ca5cf7f70
coco_train2017_000000213538.jpg,both,train2017,213538,http://images.cocodataset.org/train2017/000000213538.jpg,http://farm1.staticflickr.com/71/173241036_feb5779771_z.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,3,1348.93,0.0073,5dc7dd9ef13fbd12c3ef2a9c919d03fb57866ec68cb2ae2fd26a8ac9a88e71da
coco_train2017_000000544451.jpg,both,train2017,544451,http://images.cocodataset.org/train2017/000000544451.jpg,http://farm1.staticflickr.com/22/37012274_e5dc2a0ecd_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3,1208.89,0.0000,5ab5cbbd429bf3007e3a0136dcaaf5df2b72261628e7c6932306d8fb7e9f1d05
coco_train2017_000000449394.jpg,both,train2017,449394,http://images.cocodataset.org/train2017/000000449394.jpg,http://farm6.staticflickr.com/5053/5426829838_2cbe2beb72_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3,2637.79,0.0023,b6cec8c1811faba211e7fe5ff41a57a895f83867bc3fd178016dbc84be1da6ee
coco_train2017_000000202128.jpg,both,train2017,202128,http://images.cocodataset.org/train2017/000000202128.jpg,http://farm7.staticflickr.com/6014/5979311914_212c758349_z.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,3,924.52,0.0015,3b7cd3c5fa785279aed582d9c59e5ace345c85e77607b23bc846995bbcb5c544
coco_train2017_000000415646.jpg,both,train2017,415646,http://images.cocodataset.org/train2017/000000415646.jpg,http://farm5.staticflickr.com/4094/4933482458_4c1af2f7e2_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,5,742.10,0.0209,bfb508c9ebd816e6aa6f6ad0599a5dbb44f1a014f9bb15232f758ba6c00a740d
coco_train2017_000000541117.jpg,both,train2017,541117,http://images.cocodataset.org/train2017/000000541117.jpg,http://farm4.staticflickr.com/3419/3968000394_343bd72354_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2,302.23,0.0000,555a8247a393e7bb9146c4ac11564cb755f9476ce17a1536870569c5b0cf1aed
coco_train2017_000000092217.jpg,both,train2017,92217,http://images.cocodataset.org/train2017/000000092217.jpg,http://farm2.staticflickr.com/1346/616653673_d76797dbc9_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,1378.19,0.0000,acdd1782bdc3ced1a50be22ea389bfa3e315340a46976c74a48721ab3656a63b
coco_train2017_000000351159.jpg,both,train2017,351159,http://images.cocodataset.org/train2017/000000351159.jpg,http://farm1.staticflickr.com/25/45959635_a0e6ac1dac_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2,1440.44,0.0000,bb70e162a3e709ab79cfd15c798db17516757c99a1e1cc35760770ba40e1dcb6
coco_train2017_000000238488.jpg,both,train2017,238488,http://images.cocodataset.org/train2017/000000238488.jpg,http://farm5.staticflickr.com/4002/4662592023_b9ee7630ff_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,4,1252.20,0.0000,e2efd160d8abde9b91e692f324953d0fdb834d8511abc95d0c8e137d4617f79a
coco_train2017_000000410436.jpg,both,train2017,410436,http://images.cocodataset.org/train2017/000000410436.jpg,http://farm5.staticflickr.com/4047/4407972554_27c384eab0_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2,2191.73,0.0439,a30215677bbaebf1352637fe2fd542eb923c91cbd47257b48bc1a4e7c8376ddf
coco_train2017_000000456658.jpg,both,train2017,456658,http://images.cocodataset.org/train2017/000000456658.jpg,http://farm4.staticflickr.com/3470/3395088828_61b5fc4379_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5,2507.86,0.1253,217202763b675cb53cc4a8040bc72447abd9be28bb57dd6a03702e2a57ada083
coco_train2017_000000501138.jpg,both,train2017,501138,http://images.cocodataset.org/train2017/000000501138.jpg,http://farm3.staticflickr.com/2131/2105756097_2369d9624b_z.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3,1956.78,0.0040,511e9eaf3096a7e08df145eb3ef6aa6cda804f6eaebd8c08f90ce19d75613210
coco_train2017_000000400417.jpg,both,train2017,400417,http://images.cocodataset.org/train2017/000000400417.jpg,http://farm3.staticflickr.com/2076/5826744006_c6be455afe_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,5,958.49,0.0176,59f98c218d4c928a5589bf116b8aab61de50cf6247d96076dfde274ed7c6e2ce
coco_train2017_000000021190.jpg,both,train2017,21190,http://images.cocodataset.org/train2017/000000021190.jpg,http://farm9.staticflickr.com/8097/8355515628_de28811677_z.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2,819.32,0.0273,3bc262e52a044dd8dfb4d68713005a2fda146c14a73734855ab4b30c715ffb0e
